,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1253,LP006762,Female,No,0,Graduate,No,2545,0.0,54.3,360.0,1.0,Rural,1
1254,LP006763,Male,Yes,1,Graduate,No,12757,11042.7,324.7,360.0,1.0,Semiurban,0
1255,LP006764,Male,Yes,1,Graduate,No,3025,1794.8,135.8,360.0,1.0,Semiurban,1
1256,LP006765,Male,Yes,2,Graduate,Yes,4545,2149.4,160.3,360.0,1.0,Semiurban,1
1257,LP006766,Male,Yes,2,Not Graduate,No,3436,2638.8,149.8,360.0,1.0,Urban,1
1258,LP006767,Male,Yes,3+,Graduate,No,88755,0.0,356.9,360.0,0.0,Rural,0
1259,LP006768,Female,No,1,Graduate,Yes,9060,0.0,150.2,360.0,1.0,Semiurban,1
1260,LP006769,Male,Yes,1,Not Graduate,No,2207,2267.7,,360.0,1.0,Rural,1
1261,LP006770,Male,No,1,Graduate,Yes,4748,0.0,102.9,360.0,1.0,Rural,0
1262,LP006771,Male,Yes,2,Graduate,No,5213,5760.5,192.3,360.0,1.0,Semiurban,1
1263,LP006772,Male,No,0,Graduate,No,4619,0.0,113.5,360.0,1.0,Urban,1
1264,LP006773,Male,Yes,2,Not Graduate,Yes,1927,1951.0,95.2,360.0,1.0,Semiurban,1
1265,LP006774,Male,Yes,0,Graduate,,3672,0.0,42.2,180.0,1.0,Rural,1
1266,LP006775,Female,Yes,0,Graduate,No,4847,0.0,82.2,360.0,1.0,Rural,0
1267,LP006776,Female,No,0,Graduate,No,4244,0.0,64.6,360.0,1.0,Semiurban,1
1268,LP006777,Female,No,0,Graduate,No,6882,0.0,121.2,360.0,1.0,Rural,1
1269,LP006778,Male,Yes,0,Graduate,No,4605,3360.1,,360.0,1.0,Semiurban,1
1270,LP006779,Male,Yes,0,Graduate,No,2465,2671.2,97.3,180.0,0.0,Rural,1
1271,LP006780,Male,Yes,0,Graduate,No,3147,2065.1,103.4,360.0,0.0,Urban,0
1272,LP006781,Male,Yes,0,Graduate,No,3203,1442.6,92.2,360.0,1.0,Urban,1
1273,LP006782,Male,Yes,0,Graduate,No,2888,2241.0,152.5,360.0,1.0,Rural,1
1274,LP006783,Male,Yes,3+,Graduate,No,4926,0.0,94.5,360.0,1.0,Semiurban,1
1275,LP006784,Male,Yes,2,Not Graduate,No,3306,3018.9,135.6,360.0,1.0,Urban,1
1276,LP006785,Male,Yes,0,Graduate,No,4651,0.0,74.6,180.0,1.0,Semiurban,1
1277,LP006786,Male,Yes,0,Graduate,No,1029,5610.7,226.7,360.0,,Rural,1
1278,LP006787,Male,Yes,2,Not Graduate,No,1991,1551.0,112.2,180.0,1.0,Semiurban,1
1279,LP006788,Male,No,0,Graduate,Yes,7162,0.0,115.4,360.0,1.0,Urban,1
1280,LP006789,Male,Yes,2,Graduate,No,4298,1530.3,171.0,360.0,1.0,Urban,1
1281,LP006790,Male,Yes,2,Graduate,No,6064,5038.6,132.4,360.0,1.0,Rural,1
1282,LP006791,Male,Yes,3+,Not Graduate,No,3039,0.0,111.6,360.0,1.0,Rural,1
1283,LP006792,Male,Yes,0,Graduate,No,3417,2146.7,103.1,360.0,0.0,Urban,0
1284,LP006793,Male,Yes,0,Graduate,Yes,3041,0.0,63.1,360.0,1.0,Urban,1
1285,LP006794,Male,Yes,1,Graduate,,3783,2951.6,154.6,360.0,,Semiurban,0
1286,LP006795,Male,No,0,Graduate,No,3924,3316.2,145.9,360.0,1.0,Rural,1
1287,LP006796,Male,Yes,0,Graduate,No,2031,3610.0,134.5,360.0,1.0,Semiurban,1
1288,LP006797,Male,,,Graduate,No,4594,0.0,152.8,480.0,1.0,Semiurban,1
1289,LP006798,Male,No,0,Graduate,No,5146,0.0,126.1,,0.0,Rural,0
1290,LP006799,Male,No,0,Graduate,,6999,0.0,,360.0,,Urban,0
1291,LP006800,Male,Yes,0,Not Graduate,No,3884,1451.2,123.7,300.0,1.0,Semiurban,1
1292,LP006801,Female,Yes,0,Graduate,No,4947,0.0,90.5,360.0,1.0,Rural,0
1293,LP006802,Male,No,0,Graduate,Yes,9954,0.0,190.8,360.0,0.0,Urban,0
1294,LP006803,Male,No,0,Not Graduate,,2565,2000.8,134.7,360.0,1.0,Rural,1
1295,LP006804,Male,No,0,Graduate,No,4380,2008.4,,360.0,1.0,Semiurban,0
1296,LP006805,Male,Yes,2,Not Graduate,No,2176,0.0,113.6,360.0,1.0,Rural,0
1297,LP006806,Female,No,1,Not Graduate,No,4897,0.0,80.3,360.0,1.0,Rural,0
1298,LP006807,Male,Yes,0,Graduate,No,2279,2395.9,135.7,360.0,1.0,Urban,1
1299,LP006808,Male,Yes,2,Not Graduate,No,3199,1916.8,95.2,360.0,,Semiurban,1
1300,LP006809,Male,Yes,1,Graduate,No,4914,1253.1,174.5,360.0,1.0,Rural,1
1301,LP006810,Male,Yes,2,Graduate,No,4837,1969.0,178.6,360.0,1.0,Rural,0
1302,LP006811,Male,No,1,Graduate,Yes,4644,0.0,106.6,360.0,1.0,Rural,0
1303,LP006812,Male,Yes,0,Graduate,No,13686,2199.5,317.0,360.0,1.0,Rural,0
1304,LP006813,Male,Yes,1,Not Graduate,No,2210,2435.1,138.1,360.0,1.0,Urban,1
1305,LP006814,Male,Yes,2,Not Graduate,No,3279,2085.6,127.0,360.0,1.0,Urban,1
1306,LP006815,Male,No,0,Graduate,No,3376,0.0,84.5,300.0,1.0,Semiurban,1
1307,LP006816,Male,No,0,Graduate,No,7940,3987.3,193.9,360.0,1.0,Rural,1
1308,LP006817,Female,No,1,Graduate,,3447,0.0,93.2,360.0,1.0,Semiurban,1
1309,LP006818,Male,Yes,0,Graduate,No,5657,2092.2,292.9,360.0,,Semiurban,0
1310,LP006819,Male,No,0,Graduate,No,6100,4444.9,287.5,360.0,1.0,Semiurban,1
1311,LP006820,Male,Yes,0,Graduate,No,2063,2127.4,88.4,360.0,,Urban,1
1312,LP006821,Male,No,0,Graduate,No,2647,1779.2,155.5,360.0,1.0,Rural,1
1313,LP006822,Male,No,0,Graduate,No,3477,3130.0,95.4,360.0,1.0,Rural,1
1314,LP006823,Female,No,0,Not Graduate,No,2010,0.0,66.0,360.0,1.0,Rural,1
1315,LP006824,Male,Yes,3+,Graduate,,4500,1318.5,115.4,360.0,1.0,Urban,1
1316,LP006825,Male,Yes,2,Graduate,No,9160,0.0,110.7,360.0,1.0,Urban,1
1317,LP006826,Male,No,0,Graduate,Yes,10827,0.0,182.4,360.0,0.0,Urban,0
1318,LP006827,Male,Yes,2,Graduate,No,16439,0.0,258.3,360.0,1.0,Urban,1
1319,LP006828,Male,Yes,2,Graduate,No,6709,1729.9,238.3,300.0,1.0,Semiurban,1
1320,LP006829,Male,No,0,Not Graduate,No,2195,1445.2,137.5,360.0,1.0,Semiurban,1
1321,LP006830,Female,No,0,Graduate,,2705,1403.2,106.9,360.0,1.0,Urban,1
1322,LP006831,Male,Yes,0,Graduate,,3348,2200.3,129.7,360.0,1.0,Semiurban,1
1323,LP006832,Male,Yes,0,Graduate,No,4967,3663.7,,360.0,1.0,Semiurban,1
1324,LP006833,Male,No,3+,Graduate,No,8803,0.0,209.5,360.0,1.0,Rural,1
1325,LP006834,Male,Yes,3+,Not Graduate,No,3425,0.0,85.6,180.0,1.0,Rural,0
1326,LP006835,Male,Yes,2,Not Graduate,No,8029,0.0,176.7,360.0,,Rural,1
1327,LP006836,Male,Yes,0,Graduate,No,3778,1760.2,156.5,360.0,0.0,Rural,0
1328,LP006837,Female,No,0,Graduate,No,2260,0.0,94.6,360.0,0.0,Semiurban,0
1329,LP006838,Female,No,0,Graduate,No,3408,0.0,75.3,,1.0,Urban,1
1330,LP006839,Female,No,0,Graduate,No,3293,0.0,79.9,360.0,1.0,Urban,1
1331,LP006840,Female,No,0,Graduate,No,657,3645.5,121.8,480.0,1.0,Rural,1
1332,LP006841,Female,No,0,Not Graduate,No,4216,0.0,164.8,360.0,1.0,Rural,1
1333,LP006842,Male,Yes,1,Graduate,No,6183,1965.5,254.7,360.0,1.0,Semiurban,1
1334,LP006843,Male,No,0,Graduate,No,8412,4275.7,299.7,360.0,1.0,Rural,0
1335,LP006844,Male,Yes,0,Graduate,No,2937,3179.1,97.3,300.0,,Urban,1
1336,LP006845,Male,No,0,Graduate,Yes,6219,4647.2,118.4,180.0,1.0,Urban,0
1337,LP006846,Male,Yes,2,Graduate,No,3916,0.0,93.5,360.0,1.0,Semiurban,1
1338,LP006847,Male,Yes,3+,Graduate,No,80696,0.0,379.1,360.0,0.0,Rural,0
1339,LP006848,Male,Yes,0,Graduate,No,3042,1430.4,134.4,360.0,1.0,Semiurban,1
1340,LP006849,Female,No,0,Graduate,No,3956,0.0,46.5,360.0,1.0,Semiurban,1
1341,LP006850,Female,No,0,Graduate,Yes,3511,0.0,118.4,360.0,,Urban,1
1342,LP006851,Female,No,1,Not Graduate,Yes,4009,0.0,68.4,360.0,1.0,Semiurban,0
1343,LP006852,Male,Yes,0,Not Graduate,,2733,2720.7,142.3,360.0,1.0,Rural,1
1344,LP006853,Male,No,0,Graduate,Yes,6536,0.0,134.3,360.0,1.0,Rural,1
1345,LP006854,Male,Yes,1,Graduate,No,12927,10847.6,346.3,360.0,1.0,Semiurban,0
1346,LP006855,Male,Yes,1,Graduate,,3738,2780.7,136.0,360.0,,Semiurban,0
1347,LP006856,,No,0,Graduate,No,3292,0.0,83.7,360.0,1.0,Urban,0
1348,LP006857,Male,Yes,2,Graduate,No,11509,1090.0,202.8,360.0,1.0,Urban,1
1349,LP006858,Male,No,2,Graduate,No,5366,4039.3,159.6,360.0,1.0,Rural,1
1350,LP006859,Male,Yes,0,Graduate,No,2227,1984.9,86.8,360.0,,Urban,1
1351,LP006860,Male,No,0,Graduate,No,4903,3822.9,153.5,360.0,1.0,Semiurban,1
1352,LP006861,Male,Yes,0,Graduate,No,9274,0.0,225.8,360.0,1.0,Semiurban,1
1353,LP006862,,No,0,Graduate,No,3663,0.0,97.4,360.0,1.0,Urban,0
1354,LP006863,Male,Yes,0,Graduate,No,7118,966.0,171.1,,1.0,Semiurban,1
1355,LP006864,Male,Yes,2,Graduate,No,5915,0.0,134.6,360.0,1.0,Urban,1
1356,LP006865,,No,0,Graduate,No,4365,0.0,96.8,360.0,1.0,Semiurban,1
1357,LP006866,Male,Yes,0,Graduate,No,2805,1991.3,120.0,360.0,1.0,Semiurban,1
1358,LP006867,Male,Yes,2,Graduate,No,3918,3477.1,221.8,360.0,0.0,Urban,0
1359,LP006868,Male,Yes,0,Not Graduate,No,4197,2136.8,192.2,360.0,1.0,Rural,1
1360,LP006869,,Yes,3+,Graduate,No,24596,0.0,341.8,360.0,1.0,Rural,1
1361,LP006870,Male,No,0,Graduate,,6674,0.0,,360.0,,Urban,0
1362,LP006871,Female,No,0,Graduate,No,4393,0.0,120.2,360.0,1.0,Semiurban,1
1363,LP006872,Male,Yes,2,Graduate,Yes,17911,0.0,381.9,360.0,1.0,Rural,1
1364,LP006873,Male,Yes,1,Graduate,Yes,2068,0.0,68.9,300.0,0.0,Rural,0
1365,LP006874,Male,Yes,2,Graduate,Yes,6559,0.0,,360.0,0.0,Rural,0
1366,LP006875,Male,Yes,1,Graduate,No,2148,1393.3,86.4,360.0,,Urban,1
1367,LP006876,Male,Yes,3+,Graduate,No,3408,3450.1,149.4,360.0,1.0,Rural,1
1368,LP006877,Male,No,0,Graduate,No,2999,0.0,88.8,360.0,1.0,Semiurban,1
1369,LP006878,Male,Yes,2,Graduate,No,2233,896.4,84.0,180.0,1.0,Urban,1
1370,LP006879,Female,No,3+,Graduate,No,3053,0.0,250.4,360.0,1.0,Rural,1
1371,LP006880,Female,No,0,Graduate,No,4874,0.0,136.2,360.0,1.0,Rural,1
1372,LP006881,Male,Yes,0,Graduate,,3574,2587.8,127.3,360.0,1.0,Semiurban,1
1373,LP006882,Male,No,1,Not Graduate,No,3658,0.0,98.6,240.0,,Urban,1
1374,LP006883,,Yes,0,Graduate,No,3121,2250.7,137.3,360.0,0.0,Semiurban,0
1375,LP006884,Male,Yes,0,Graduate,No,7837,963.3,175.2,,1.0,Semiurban,1
1376,LP006885,Male,No,0,Graduate,No,6096,4585.5,206.2,360.0,0.0,Rural,0
1377,LP006886,Male,No,2,Graduate,No,5770,4407.3,161.6,360.0,1.0,Rural,1
1378,LP006887,Male,Yes,1,Graduate,No,5747,0.0,44.9,360.0,1.0,Urban,1
1379,LP006888,Male,No,2,Graduate,No,5100,4628.5,166.0,360.0,1.0,Rural,1
1380,LP006889,Male,Yes,2,Graduate,No,3529,3590.9,216.5,360.0,0.0,Urban,0
1381,LP006890,Male,No,0,Graduate,No,2752,1937.4,129.9,360.0,1.0,Rural,1
1382,LP006891,Male,Yes,1,Not Graduate,No,4981,1187.6,182.1,360.0,,Urban,1
1383,LP006892,Male,Yes,0,Graduate,,6181,0.0,177.8,360.0,,Urban,1
1384,LP006893,Male,Yes,3+,Not Graduate,No,3655,942.7,107.4,360.0,1.0,Semiurban,1
1385,LP006894,Male,Yes,2,Graduate,No,3184,726.7,72.7,360.0,1.0,Urban,1
1386,LP006895,Female,No,1,Graduate,No,3727,0.0,140.0,36.0,1.0,Semiurban,0
1387,LP006896,Male,Yes,0,Graduate,No,3006,3152.5,97.9,300.0,,Urban,1
1388,LP006897,Male,Yes,0,Graduate,No,2461,2282.8,157.3,360.0,1.0,Semiurban,1
1389,LP006898,Male,Yes,3+,Graduate,No,3228,3981.3,171.2,300.0,0.0,Semiurban,0
1390,LP006899,Male,No,0,Graduate,,4874,0.0,115.9,360.0,1.0,Semiurban,1
1391,LP006900,Male,No,0,Graduate,No,6096,0.0,,360.0,1.0,Urban,1
1392,LP006901,Male,Yes,0,Graduate,No,15248,0.0,91.8,360.0,1.0,Semiurban,1
1393,LP006902,Male,Yes,0,Graduate,No,2405,2188.6,117.9,360.0,1.0,Semiurban,1
1394,LP006903,Male,Yes,1,Graduate,No,7306,1680.8,118.9,,0.0,Urban,0
1395,LP006904,Male,Yes,1,Graduate,No,11847,0.0,324.9,360.0,1.0,Urban,1
1396,LP006905,Female,No,1,Graduate,Yes,9030,0.0,170.7,360.0,1.0,Semiurban,1
1397,LP006906,Female,No,0,Graduate,Yes,2886,1720.2,91.3,300.0,1.0,Semiurban,0
1398,LP006907,Male,Yes,2,Graduate,No,12070,0.0,182.3,180.0,1.0,Urban,1
1399,LP006908,Male,No,0,Graduate,No,1866,1991.4,70.5,360.0,1.0,Urban,1
1400,LP006909,Male,No,0,Graduate,Yes,5971,3930.3,127.4,180.0,1.0,Urban,0
1401,LP006910,Female,No,0,Graduate,No,4160,0.0,113.7,360.0,1.0,Semiurban,1
1402,LP006911,Male,Yes,0,Graduate,No,3113,1407.2,95.9,360.0,1.0,Urban,1
1403,LP006912,Male,Yes,0,Graduate,No,3845,3128.0,187.8,,1.0,Rural,1
1404,LP006913,Male,Yes,3+,Not Graduate,No,3679,1028.0,92.7,360.0,1.0,Semiurban,1
1405,LP006914,Male,No,0,Not Graduate,No,1395,0.0,33.9,360.0,1.0,Urban,0
1406,LP006915,Male,Yes,0,Graduate,No,3190,2130.8,109.2,360.0,0.0,Urban,0
1407,LP006916,,Yes,2,Graduate,No,2701,1978.6,128.4,360.0,0.0,Semiurban,0
1408,LP006917,Male,Yes,0,Graduate,No,2247,2178.9,105.1,360.0,1.0,Semiurban,1
1409,LP006918,Male,Yes,0,Graduate,No,6457,2609.0,173.8,360.0,,Rural,0
1410,LP006919,Male,Yes,,Not Graduate,No,3543,3210.7,149.8,360.0,0.0,Rural,0
1411,LP006920,Male,No,0,Graduate,No,5266,0.0,169.4,360.0,1.0,Urban,1
1412,LP006921,Male,No,0,Graduate,No,3433,4484.9,175.4,360.0,1.0,Urban,0
1413,LP006922,Male,Yes,0,Not Graduate,No,4366,0.0,111.5,180.0,1.0,Semiurban,1
1414,LP006923,Male,Yes,0,Graduate,No,2606,1903.0,127.7,360.0,1.0,Semiurban,1
1415,LP006924,Female,No,,Graduate,No,4168,0.0,115.3,180.0,1.0,Urban,1
1416,LP006925,Male,Yes,2,Graduate,Yes,3458,3149.5,88.9,360.0,1.0,Urban,1
1417,LP006926,Male,Yes,,Graduate,Yes,5281,4549.3,68.0,,1.0,Semiurban,1
1418,LP006927,Male,Yes,2,Graduate,Yes,6026,1410.0,116.1,360.0,1.0,Rural,1
1419,LP006928,Male,Yes,0,Graduate,No,3294,1425.7,93.1,360.0,1.0,Urban,1
1420,LP006929,Male,Yes,1,Not Graduate,No,5263,1499.0,161.6,360.0,0.0,Semiurban,1
1421,LP006930,Male,No,0,Graduate,Yes,10149,0.0,196.7,360.0,0.0,Urban,0
1422,LP006931,Male,Yes,2,Graduate,Yes,6642,0.0,,360.0,0.0,Rural,0
1423,LP006932,Male,Yes,3+,Graduate,No,3085,3803.2,182.5,300.0,0.0,Semiurban,0
1424,LP006933,Male,Yes,3+,Graduate,No,6494,0.0,159.0,180.0,1.0,Rural,1
1425,LP006934,Male,No,3+,Graduate,No,9132,0.0,166.7,360.0,1.0,Rural,1
1426,LP006935,Male,No,0,Graduate,No,5348,0.0,128.2,,0.0,Rural,0
1427,LP006936,Male,Yes,3+,Graduate,No,4198,0.0,100.3,360.0,1.0,Urban,1
1428,LP006937,Male,Yes,2,Not Graduate,No,4039,1061.8,113.0,360.0,1.0,Urban,1
1429,LP006938,Female,No,0,Graduate,No,4156,0.0,113.0,360.0,1.0,Semiurban,0
1430,LP006939,Male,Yes,0,Graduate,No,8922,0.0,221.6,360.0,1.0,Semiurban,1
1431,LP006940,Female,Yes,0,Not Graduate,Yes,7114,0.0,144.2,360.0,1.0,Rural,1
1432,LP006941,Male,Yes,0,Graduate,No,4120,3234.5,209.1,360.0,1.0,Semiurban,1
1433,LP006942,Male,Yes,1,Graduate,No,3411,0.0,89.8,360.0,1.0,Semiurban,1
1434,LP006943,Female,No,0,Graduate,,3623,0.0,143.8,360.0,1.0,Rural,0
1435,LP006944,,Yes,0,Graduate,No,16015,0.0,102.1,360.0,1.0,Semiurban,1
1436,LP006945,Male,Yes,0,Not Graduate,No,2633,2386.6,125.4,360.0,1.0,Urban,1
1437,LP006946,Female,No,0,Graduate,No,2216,0.0,106.4,360.0,0.0,Semiurban,0
1438,LP006947,Female,No,1,Not Graduate,,5016,0.0,124.7,360.0,1.0,Semiurban,1
1439,LP006948,Female,No,0,Graduate,No,4948,0.0,131.2,360.0,1.0,Rural,1
1440,LP006949,Male,Yes,1,Not Graduate,No,2421,1405.2,111.8,180.0,0.0,Rural,0
1441,LP006950,Male,Yes,1,Graduate,Yes,2277,0.0,65.4,300.0,0.0,Rural,0
1442,LP006951,Male,Yes,0,Graduate,No,8985,0.0,248.9,360.0,1.0,Semiurban,1
1443,LP006952,Male,Yes,1,Graduate,No,5689,1096.7,24.6,360.0,1.0,Semiurban,1
1444,LP006953,Male,No,1,Graduate,No,11366,0.0,193.0,360.0,,Semiurban,0
1445,LP006954,Male,No,0,Graduate,No,4127,6845.7,197.8,360.0,1.0,Urban,1
1446,LP006955,Male,Yes,3+,Graduate,No,5249,0.0,125.9,360.0,1.0,Urban,1
1447,LP006956,Female,No,0,Not Graduate,No,2528,0.0,76.3,,0.0,Urban,0
1448,LP006957,Male,No,0,Graduate,No,7253,3813.6,189.5,360.0,1.0,Rural,1
1449,LP006958,Male,Yes,2,Graduate,No,6356,0.0,213.3,360.0,1.0,Semiurban,1
1450,LP006959,Male,Yes,0,Graduate,Yes,2761,2946.5,184.3,360.0,1.0,Urban,1
1451,LP006960,Male,No,0,Graduate,No,3616,1589.0,,360.0,1.0,Rural,1
1452,LP006961,Male,No,0,Graduate,Yes,17513,0.0,668.0,480.0,,Urban,1
1453,LP006962,Female,Yes,0,Graduate,No,3319,2385.9,143.4,360.0,1.0,Semiurban,1
1454,LP006963,Male,No,0,Graduate,No,3168,1955.4,117.7,360.0,1.0,Rural,1
1455,LP006964,Male,Yes,2,Graduate,No,2335,987.5,76.3,180.0,1.0,Urban,1
1456,LP006965,Male,Yes,0,Graduate,No,2536,2317.4,107.1,360.0,1.0,Semiurban,1
1457,LP006966,Male,No,0,Not Graduate,No,3150,2257.6,130.8,180.0,0.0,Urban,0
1458,LP006967,Female,No,3+,Graduate,No,2806,0.0,239.9,360.0,1.0,Rural,1
1459,LP006968,Male,Yes,2,Graduate,,4637,0.0,74.6,360.0,0.0,Semiurban,0
1460,LP006969,Male,No,0,Graduate,No,4766,4250.1,152.3,360.0,1.0,Semiurban,1
1461,LP006970,Male,Yes,1,Not Graduate,No,3411,1168.0,129.1,360.0,1.0,Urban,1
1462,LP006971,Male,Yes,3+,Not Graduate,No,3502,0.0,75.6,180.0,1.0,Rural,0
1463,LP006972,Male,Yes,2,Graduate,No,6978,1875.5,232.6,300.0,1.0,Semiurban,1
1464,LP006973,Male,Yes,3+,Graduate,Yes,9844,0.0,276.8,360.0,1.0,Semiurban,1
1465,LP006974,Male,No,0,Not Graduate,No,3774,0.0,25.0,120.0,1.0,Semiurban,1
1466,LP006975,Male,Yes,3+,Not Graduate,No,3739,861.0,95.3,360.0,1.0,Semiurban,1
1467,LP006976,Male,Yes,1,Graduate,Yes,10519,0.0,140.5,360.0,1.0,Rural,0
1468,LP006977,Male,Yes,1,Graduate,No,5524,1294.2,183.0,360.0,1.0,Rural,1
1469,LP006978,Male,No,0,Graduate,No,3668,4861.9,185.2,360.0,1.0,Urban,0
1470,LP006979,Male,Yes,2,Graduate,No,5059,2105.7,187.8,360.0,1.0,Rural,0
1471,LP006980,Male,Yes,1,Graduate,No,3109,1801.0,150.3,360.0,1.0,Semiurban,1
1472,LP006981,Male,Yes,0,Graduate,No,3385,2341.1,136.5,360.0,1.0,Rural,0
1473,LP006982,Male,Yes,2,Not Graduate,No,2032,1495.3,58.4,300.0,,Urban,1
1474,LP006983,Male,Yes,,Graduate,No,5094,1466.7,169.6,360.0,0.0,Urban,0
1475,LP006984,Male,Yes,1,Graduate,No,4498,1593.9,122.7,360.0,1.0,Rural,0
1476,LP006985,Female,No,0,Graduate,No,3062,0.0,76.0,360.0,1.0,Urban,1
1477,LP006986,Male,Yes,0,Graduate,No,4062,1777.5,154.7,360.0,0.0,Rural,0
1478,LP006987,Male,Yes,2,Graduate,No,5275,0.0,161.6,360.0,1.0,Semiurban,1
1479,LP006988,Male,Yes,2,Graduate,No,9130,0.0,104.9,360.0,1.0,Urban,1
1480,LP006989,Male,Yes,1,Graduate,No,3287,1644.2,131.3,360.0,1.0,Semiurban,1
1481,LP006990,Male,Yes,1,Graduate,Yes,2048,0.0,64.5,300.0,0.0,Rural,0
1482,LP006991,Female,No,0,Graduate,No,5257,0.0,127.3,360.0,1.0,Rural,1
1483,LP006992,Male,Yes,0,Graduate,No,5891,4317.3,179.2,360.0,1.0,Semiurban,1
1484,LP006993,Male,Yes,3+,Not Graduate,No,4076,0.0,,180.0,1.0,Urban,0
1485,LP006994,Male,Yes,3+,Graduate,No,4603,0.0,100.2,360.0,1.0,Semiurban,1
1486,LP006995,Male,Yes,3+,Graduate,No,41151,0.0,634.9,180.0,0.0,Semiurban,1
1487,LP006996,Female,No,0,Graduate,Yes,2635,0.0,94.5,360.0,,Urban,1
1488,LP006997,Male,No,0,Graduate,No,3160,0.0,68.7,480.0,1.0,Urban,0
1489,LP006998,Male,Yes,0,Not Graduate,Yes,4198,731.2,78.8,360.0,1.0,Semiurban,0
1490,LP006999,,No,0,Graduate,No,4814,0.0,94.8,360.0,1.0,Semiurban,1
1491,LP007000,Female,Yes,0,Not Graduate,No,2271,2865.1,162.8,360.0,0.0,Semiurban,0
1492,LP007001,Female,Yes,0,Graduate,No,3515,2223.8,148.9,360.0,1.0,Semiurban,1
1493,LP007002,Male,Yes,2,Not Graduate,No,3946,1229.0,151.3,360.0,1.0,Rural,1
1494,LP007003,Male,No,0,Not Graduate,,2659,2094.4,122.8,360.0,1.0,Rural,1
1495,LP007004,Female,No,,Graduate,No,4029,0.0,108.4,180.0,1.0,Urban,1
1496,LP007005,Male,No,0,Not Graduate,No,1383,0.0,33.7,360.0,1.0,Urban,0
1497,LP007006,Male,No,0,Not Graduate,,7986,0.0,126.9,360.0,1.0,Rural,0
1498,LP007007,Male,Yes,0,Graduate,No,2480,2140.9,158.6,360.0,1.0,Semiurban,1
1499,LP007008,Male,Yes,1,Graduate,No,1600,1457.1,32.3,360.0,1.0,Urban,1
1500,LP007009,Male,Yes,2,Graduate,No,5908,5176.9,120.1,360.0,1.0,Rural,1
1501,LP007010,Female,No,0,Graduate,,2772,1407.8,111.5,360.0,1.0,Urban,1
1502,LP007011,Male,Yes,0,Not Graduate,,3263,2758.9,164.0,360.0,1.0,Rural,1
1503,LP007012,Male,No,0,Graduate,No,3800,0.0,70.4,360.0,1.0,Semiurban,1
1504,LP007013,Male,Yes,0,Not Graduate,No,4809,0.0,138.4,360.0,1.0,Rural,0
1505,LP007014,Female,No,0,Graduate,No,2280,0.0,105.4,360.0,0.0,Semiurban,0
1506,LP007015,Male,Yes,0,Graduate,Yes,2675,3481.7,145.2,360.0,1.0,Rural,1
1507,LP007016,Male,Yes,0,Graduate,No,8868,0.0,171.1,360.0,1.0,Semiurban,0
1508,LP007017,Male,Yes,1,Not Graduate,No,3419,1604.3,122.4,180.0,1.0,Urban,1
1509,LP007018,Male,Yes,0,Graduate,No,2311,1918.5,,360.0,1.0,Urban,1
1510,LP007019,Female,No,0,Graduate,No,4979,0.0,119.5,360.0,1.0,Semiurban,1
1511,LP007020,Male,Yes,0,Graduate,No,3114,0.0,175.1,360.0,1.0,Rural,0
1512,LP007021,Male,No,2,Graduate,No,5504,4896.3,152.9,360.0,1.0,Rural,1
1513,LP007022,Male,Yes,0,Graduate,Yes,6050,2178.7,193.8,360.0,1.0,Semiurban,1
1514,LP007023,Male,Yes,3+,Graduate,No,3006,2384.3,149.9,360.0,0.0,Semiurban,0
1515,LP007024,Male,No,0,Graduate,No,4777,0.0,132.4,360.0,0.0,Rural,1
1516,LP007025,Male,Yes,1,Graduate,Yes,10838,3970.6,163.8,180.0,0.0,Urban,0
1517,LP007026,Male,No,0,Graduate,No,3131,0.0,81.8,360.0,1.0,Semiurban,1
1518,LP007027,Female,No,1,Graduate,No,3785,0.0,114.3,360.0,1.0,Rural,1
1519,LP007028,Female,No,3+,Graduate,,412,40782.4,395.9,180.0,,Urban,0
1520,LP007029,Male,No,0,Graduate,No,4031,0.0,87.7,360.0,0.0,Semiurban,0
1521,LP007030,Male,Yes,2,Graduate,Yes,6535,0.0,,360.0,0.0,Rural,0
1522,LP007031,Male,Yes,2,Graduate,Yes,6325,0.0,204.4,240.0,1.0,Semiurban,0
1523,LP007032,Male,No,0,Graduate,No,3267,0.0,45.1,360.0,1.0,Urban,1
1524,LP007033,Male,Yes,1,Graduate,,3567,2689.3,144.2,360.0,,Semiurban,0
1525,LP007034,Female,No,0,Not Graduate,No,2193,0.0,63.2,360.0,1.0,Semiurban,1
1526,LP007035,Female,No,0,Not Graduate,No,2066,0.0,53.4,360.0,1.0,Semiurban,1
1527,LP007036,Male,Yes,1,Graduate,Yes,16199,2551.3,89.4,360.0,1.0,Semiurban,1
1528,LP007037,Male,No,1,Graduate,,3423,0.0,115.3,180.0,1.0,Urban,1
1529,LP007038,Male,Yes,0,Graduate,No,10344,0.0,71.5,180.0,1.0,Urban,1
1530,LP007039,Male,No,0,Not Graduate,No,1343,0.0,33.9,360.0,1.0,Urban,0
1531,LP007040,Male,Yes,2,Not Graduate,No,1957,1624.3,114.5,180.0,1.0,Semiurban,1
1532,LP007041,Male,Yes,3+,Graduate,No,6480,0.0,143.3,360.0,1.0,Semiurban,0
